Temporada,Jugadora,Nacionalidad,Equipo,Puntos,Partidos,Rebotes Totales,Rebotes Ofensivos,Rebotes Defensivos,Asistencias,Balones recuperados,Balones perdidos,Tapones a favor,Tapones en contra,Faltas recibidas,Faltas cometidas,Valoración,Minutos jugados,% Tiros de 2,% Tiros de 3,% Tiros Libres
"2017/2018,""LO SYLLA, NOGAYE"",Nacional,CADI LA SEU,127,25,74,23,51,20,20,35,16,7,26,52,105,434:27,46 / 101,7 / 30,"
"2017/2018,""LOPEZ RODRIGUEZ, AINHOA"",Nacional,QUESOS EL PASTOR,200,26,54,10,44,35,29,44,3,6,37,37,132,579:44,39 / 109,32 / 94,"
"2017/2018,""LOPEZ VIVES, HELENA"",Nacional,SNATT´S FEMENÍ SANT ADRIÁ,122,26,55,13,42,17,29,33,,2,45,52,87,505:46,,23 / 83,"
"2017/2018,""LUCAS , ITALEE MALINA"",Extranjero,IDK GIPUZKOA,94,13,25,2,23,16,6,13,1,1,28,17,78,231:53,,15 / 47,"
"2017/2018,""MAJSTOROVIC, ANJA"",Extranjero,QUESOS EL PASTOR,75,22,50,19,31,8,5,11,3,3,11,43,50,353:27,,11 / 35,"
"2017/2018,""MARTIN LLAVERIA, MARIONA"",Nacional,NISSAN AL-QÁZERES EXTREMADURA,61,26,24,4,20,22,11,32,,1,11,33,24,350:03,,9 / 30,"
"2017/2018,""MARTINEZ PRAT, NURIA"",Nacional,SPAR CITYLIFT GIRONA,214,26,103,9,94,111,61,45,2,2,77,64,324,708:16,40 / 104,33 / 89,"
"2017/2018,""MENDY , MAGALI"",Extranjero,SPAR CITYLIFT GIRONA,245,25,97,16,81,32,48,34,6,3,31,39,271,570:40,62 / 129,31 / 71,"
"2017/2018,""MENENDEZ ANTOLI, CELIA MARIA"",Nacional,MOVISTAR ESTUDIANTES,291,26,111,34,77,41,15,63,1,4,78,58,213,711:50,99 / 234,13 / 66,54 / 65"
"2017/2018,""MESTDAGH, KIM"",Extranjero,PERFUMERIAS AVENIDA,119,16,36,15,21,25,24,14,2,2,18,28,109,339:44,,25 / 71,"
"2017/2018,""MOLINA PRADOS MARTIN BURO, JUANA MARIA"",Nacional,LOINTEK GERNIKA BIZKAIA,110,25,67,9,58,52,16,34,1,2,42,19,150,449:36,,18 / 63,"
"2017/2018,""MOLINUEVO GARCIA, CRISTINA"",Nacional,LACTURALE ART ARASKI,33,24,18,4,14,8,6,6,2,,9,4,36,186:20,,,"
"2017/2018,""MONTENEGRO SANTANA, RITA ESTHER"",Nacional,NISSAN AL-QÁZERES EXTREMADURA,242,26,149,28,121,61,18,43,5,8,33,51,271,777:50,72 / 155,27 / 75,"
"2017/2018,""MONTOLIU MATIAS, MARTA"",Nacional,CADI LA SEU,123,26,66,20,46,46,33,37,1,1,39,9,160,551:53,37 / 95,11 / 46,"
"2017/2018,""MOSS, DANDRA YUVETT"",Extranjero,PERFUMERIAS AVENIDA,255,23,65,19,46,37,27,41,1,3,53,48,209,500:58,51 / 113,35 / 89,48 / 69"
"2017/2018,""NDOYE, BINETA"",Extranjero,EMBUTIDOS PAJARIEL BEMBIBRE PD,45,22,50,9,41,5,6,19,24,2,9,35,58,248:32,,,"
"2017/2018,""NYSTROM, ELLEN ADINA"",Extranjero,IDK GIPUZKOA,138,26,103,15,88,38,29,35,4,7,34,36,177,609:29,49 / 105,5 / 31,"
"2017/2018,""OCETE CASTILLO, GABRIELA"",Nacional,MANN-FILTER,232,26,62,10,52,135,43,56,4,6,82,49,321,849:36,72 / 134,12 / 54,52 / 74"
"2017/2018,""OMA GIRALT, HELENA"",Nacional,CADI LA SEU,88,16,51,22,29,24,24,16,,2,25,26,112,342:36,24 / 54,8 / 27,"
"2017/2018,""PARDO HERVIAS, LAURA"",Nacional,LACTURALE ART ARASKI,79,22,53,19,34,16,10,11,1,3,4,24,54,335:31,31 / 85,,"
"2017/2018,""PASCUA SUAREZ, MARIA LUCILA"",Nacional,MANN-FILTER,136,26,177,45,132,24,10,37,9,4,50,61,206,552:26,57 / 138,,"
"2017/2018,""PASIC, JOVANA"",Extranjero,EMBUTIDOS PAJARIEL BEMBIBRE PD,221,25,89,12,77,22,35,28,4,6,27,54,198,668:09,46 / 89,39 / 104,"
"2017/2018,""PEREZ ARAUJO, MARIA"",Nacional,STAR CENTER-UNI FERROL,311,26,238,47,191,96,43,74,24,16,95,56,449,876:07,108 / 225,17 / 73,44 / 83"
"2017/2018,""PEÑA JUBANY, LAURA"",Nacional,SNATT´S FEMENÍ SANT ADRIÁ,125,26,51,10,41,44,30,51,,5,32,33,60,554:39,31 / 101,16 / 66,"
"2017/2018,""PINA TOLOSA, MARIA"",Nacional,LOINTEK GERNIKA BIZKAIA,324,26,122,20,102,45,17,43,3,1,84,56,347,783:54,85 / 167,37 / 91,43 / 55"
"2017/2018,""PRINCE , ALEXIS SADE"",Extranjero,STAR CENTER-UNI FERROL,404,26,163,20,143,31,23,40,11,2,45,42,357,841:40,104 / 228,52 / 152,40 / 52"
"2017/2018,""QUEVEDO CAÑIZARES, LAURA"",Nacional,NISSAN AL-QÁZERES EXTREMADURA,99,13,42,7,35,11,16,21,6,2,26,24,71,341:42,24 / 60,12 / 56,"
"2017/2018,""QUIRANTE MARTINEZ, ALEJANDRA"",Nacional,MOVISTAR ESTUDIANTES,134,26,74,18,56,47,30,44,,3,62,59,117,565:53,,30 / 103,"
"2017/2018,""RAKOVIC , KRISTINA"",Extranjero,EMBUTIDOS PAJARIEL BEMBIBRE PD,188,26,103,28,75,26,9,35,4,5,47,61,171,523:57,54 / 115,15 / 45,"
"2017/2018,""RAMIREZ, CAITLYN BROOK"",Extranjero,CADI LA SEU,289,25,131,29,102,19,30,46,10,5,66,53,308,528:22,74 / 130,31 / 90,48 / 66"
"2017/2018,""RAMOS DO NASCIMENTO, CARLA MARISA"",Extranjero,NISSAN AL-QÁZERES EXTREMADURA,90,19,58,12,46,35,20,34,2,,13,37,96,574:33,,21 / 54,"
"2017/2018,""REISINGEROVA , JULIA SUSSANE"",Extranjero,SNATT´S FEMENÍ SANT ADRIÁ,173,19,99,33,66,8,10,32,12,,55,66,182,363:34,66 / 119,,"
"2017/2018,""RICHARDS, SHEREESHA NATHESHA"",Extranjero,CADI LA SEU,290,26,133,61,72,13,29,45,1,9,64,65,295,575:50,121 / 217,,48 / 68"
"2017/2018,""RILEY , ANDREA CHARMAINE"",Extranjero,SNATT´S FEMENÍ SANT ADRIÁ,357,26,54,13,41,39,23,48,,5,85,57,248,517:35,89 / 184,38 / 125,65 / 83"
"2017/2018,""ROBINSON, ANGELICA DANIELLE"",Extranjero,PERFUMERIAS AVENIDA,269,23,164,48,116,32,17,35,12,4,42,34,385,514:07,104 / 161,,"
"2017/2018,""RODRIGUEZ DOMINGUEZ, NATALIA"",Nacional,STAR CENTER-UNI FERROL,29,21,11,2,9,5,4,2,,,1,17,18,108:30,,,"
"2017/2018,""RODRIGUEZ NUÑEZ, CLARA"",Nacional,MOVISTAR ESTUDIANTES,25,22,32,12,20,12,4,7,4,1,10,21,41,214:01,,,"
"2017/2018,""ROIG SOLER, LAURA"",Nacional,SPAR CITYLIFT GIRONA,47,16,21,7,14,13,6,10,,1,9,16,52,124:11,,,"
"2017/2018,""ROMEO, NICOLE ELAINE"",Extranjero,SPAR CITYLIFT GIRONA,198,25,53,13,40,55,20,44,,4,54,49,193,546:07,22 / 54,38 / 93,"
"2017/2018,""ROMERO GARRIDO, MARÍA"",Nacional,NISSAN AL-QÁZERES EXTREMADURA,21,16,8,3,5,4,3,2,,1,5,9,15,65:05,,,"
"2017/2018,""ROMERO GARRIDO, SILVIA"",Nacional,NISSAN AL-QÁZERES EXTREMADURA,10,18,14,7,7,3,5,5,,1,11,19,2,114:05,,,"
"2017/2018,""SAN ROMAN FLORES, IRENE"",Nacional,MOVISTAR ESTUDIANTES,124,26,27,10,17,28,10,29,,3,23,53,24,422:00,,29 / 94,"
"2017/2018,""SANCHEZ MARRUFO, BEATRIZ"",Nacional,STAR CENTER-UNI FERROL,287,25,166,45,121,65,24,49,2,2,83,42,388,841:16,77 / 152,28 / 85,49 / 63"
"2017/2018,""SARR, OUMOUL KHAIRY"",Nacional,IDK GIPUZKOA,265,26,129,25,104,53,20,71,9,10,60,66,270,671:48,109 / 213,,47 / 60"
"2017/2018,""SCOTT, JAMIE GRACE"",Extranjero,STAR CENTER-UNI FERROL,404,26,126,55,71,42,29,51,2,9,64,63,384,783:42,92 / 175,58 / 123,46 / 58"
"2017/2018,""SELBY, SHAYANN RAQUEL"",Extranjero,MOVISTAR ESTUDIANTES,203,18,69,16,53,60,24,48,1,8,61,48,169,534:30,59 / 158,17 / 55,"
"2017/2018,""SILVA SERRANO , ROSELIS CAROLINA"",Nacional,LACTURALE ART ARASKI,228,25,71,16,55,56,57,56,2,6,61,50,216,582:18,44 / 107,33 / 109,"
"2017/2018,""SOLER SUAREZ, PATRICIA"",Nacional,MOVISTAR ESTUDIANTES,79,22,66,33,33,6,5,14,6,7,21,31,79,250:32,34 / 75,,"
"2017/2018,""STANACEV , ALEKSANDRA"",Extranjero,EMBUTIDOS PAJARIEL BEMBIBRE PD,227,26,62,10,52,125,30,88,,4,86,31,263,827:04,33 / 92,39 / 111,44 / 57"
"2017/2018,""TRAORE, ASTOU"",Extranjero,SPAR CITYLIFT GIRONA,295,25,86,29,57,18,21,40,4,7,47,46,258,573:03,68 / 138,36 / 82,51 / 55"
"2017/2018,""TUDANCA ACEDO, MARTA"",Nacional,LACTURALE ART ARASKI,177,19,76,14,62,14,28,21,,6,35,11,187,452:00,36 / 72,29 / 92,"
"2017/2018,""VAN DEN ADEL, NATALIE ISABELLE"",Extranjero,LACTURALE ART ARASKI,211,21,61,16,45,21,12,36,2,,58,36,160,500:10,55 / 123,18 / 61,47 / 69"
"2017/2018,""VANDERWAL, RACHAEL ANN"",Extranjero,STAR CENTER-UNI FERROL,211,25,50,12,38,67,24,32,1,3,54,51,223,685:47,66 / 108,20 / 66,"
"2017/2018,""VEGA REBORA, GISELA VERONICA"",Nacional,QUESOS EL PASTOR,166,18,137,33,104,27,16,36,5,8,50,29,255,533:24,68 / 131,,"
"2017/2018,""VELASCO MARTIN, LAURA"",Nacional,MOVISTAR ESTUDIANTES,17,18,10,1,9,8,5,7,,,11,6,16,133:53,,,"
"2017/2018,""VILA CABIRO, MIREIA"",Nacional,SNATT´S FEMENÍ SANT ADRIÁ,143,17,61,16,45,20,16,21,1,3,17,37,111,394:54,27 / 61,26 / 76,"
"2017/2018,""VILARO ARAGONES, ANDREA"",Nacional,CADI LA SEU,159,25,109,39,70,55,31,39,1,2,67,42,216,481:35,36 / 88,16 / 75,"
"2017/2018,""WEAVER, LYNDRA SHAJUAN"",Extranjero,IDK GIPUZKOA,407,26,198,60,138,28,23,78,9,12,104,57,402,794:07,152 / 336,,85 / 110"
Temporada,Jugadora,Nacionalidad,Equipo,Puntos,Partidos,Rebotes Totales,Rebotes Ofensivos,Rebotes Defensivos,Asistencias,Balones recuperados,Balones perdidos,Tapones a favor,Tapones en contra,Faltas recibidas,Faltas cometidas,Valoración,Minutos jugados,% Tiros de 2,% Tiros de 3,% Tiros Libres
"2016/2017,""ABALDE DIAZ, TAMARA"",Nacional,C.R.E.F. ¡HOLA!,251,24,160,70,90,34,12,60,4,10,103,63,213,758:31,84 / 236,9 / 39,56 / 92"
"2016/2017,""ADURIZ HERNANI, ONINTZA"",Nacional,IDK GIPUZKOA,138,26,96,21,75,38,25,33,4,3,42,61,158,640:11,50 / 112,,"
"2016/2017,""AGIRRE MUÑOZ, ARRATE"",Nacional,LACTURALE ARASKI,98,13,40,5,35,26,21,47,1,3,23,29,63,348:20,29 / 65,9 / 37,"
"2016/2017,""ALDALUR SOTO, ANE MIREN"",Nacional,LACTURALE ARASKI,124,25,50,13,37,12,16,30,1,3,37,50,81,437:12,28 / 52,17 / 63,"
"2016/2017,""ALEKSIC, SNEZANA"",Extranjero,MANN-FILTER,168,20,66,21,45,40,17,33,,6,22,44,123,604:31,26 / 71,35 / 91,"
"2016/2017,""ALMINAITE, KRISITINA"",Extranjero,SPAR CITYLIFT GIRONA,97,22,109,38,71,17,7,24,25,,28,28,177,346:29,42 / 89,,"
"2016/2017,""ALONSO DE ARMIÑO RIAÑO, GRACIA"",Nacional,LOINTEK GERNIKA BIZKAIA,32,24,42,13,29,5,11,6,1,1,14,22,41,211:50,,,"
"2016/2017,""ALSTON, AMERYST DANAE"",Extranjero,C.B. AL-QÁZERES EXTREMADURA,402,25,78,20,58,64,29,66,1,9,79,39,332,857:13,115 / 241,34 / 92,70 / 93"
"2016/2017,""ARROJO JIMENEZ, MARIA BELEN"",Nacional,CADI LA SEU,225,25,121,39,82,43,45,34,3,8,52,49,276,692:56,88 / 180,,"
"2016/2017,""ASURMENDI VILLAVERDE, MARIA DEL CARMEN"",Nacional,LOINTEK GERNIKA BIZKAIA,226,26,78,13,65,120,56,67,1,1,68,49,295,801:49,41 / 81,38 / 117,"
"2016/2017,""BAHI BLANQUERA, GEORGINA"",Nacional,CADI LA SEU,307,26,128,37,91,36,32,49,9,9,83,78,304,795:02,77 / 155,33 / 88,54 / 76"
"2016/2017,""BANKS, BRIANNA JHANE"",Extranjero,EMBUTIDOS PAJARIEL BEMBIBRE PD,243,25,86,16,70,33,38,48,14,2,53,55,222,715:03,87 / 167,13 / 57,"
"2016/2017,""BARBEE, SHACOBIA SHAUNTE"",Extranjero,STAR CENTER-UNI FERROL,358,26,183,57,126,64,79,51,8,6,120,70,502,935:32,121 / 228,17 / 53,65 / 105"
"2016/2017,""BARTONOVA , KATERINA"",Extranjero,QUESOS EL PASTOR,62,13,48,10,38,45,12,27,2,1,12,32,54,374:23,,10 / 40,"
"2016/2017,""BEARD, ALANA MONIQUE"",Extranjero,PERFUMERIAS AVENIDA,106,13,42,5,37,32,36,30,6,1,28,31,146,320:18,36 / 57,,"
"2016/2017,""BEGIC , ANA MARIJA"",Extranjero,CAMPUS PROMETE LF1,77,26,75,15,60,10,6,27,3,3,13,52,56,298:18,34 / 69,,"
"2016/2017,""BETTENCOURT CORREIA, MARIA JOAO"",Extranjero,C.R.E.F. ¡HOLA!,152,25,64,10,54,25,21,53,,4,32,51,55,587:45,21 / 90,33 / 94,"
"2016/2017,""BRAJKOVIC, IVANA"",Extranjero,C.R.E.F. ¡HOLA!,69,24,59,23,36,6,6,18,1,2,21,33,57,345:43,31 / 77,,"
"2016/2017,""BREEDLOVE, STARR REGINA"",Extranjero,QUESOS EL PASTOR,215,22,46,8,38,53,48,50,1,12,45,54,126,612:51,56 / 140,22 / 90,"
"2016/2017,""BROCK, BREANNA CAMILLE"",Extranjero,SPAR GRAN CANARIA,122,13,112,45,67,13,6,25,11,3,29,33,147,422:42,49 / 108,,"
"2016/2017,""BRUNCKHORST, SVENJA"",Extranjero,CADI LA SEU,130,25,74,18,56,48,28,46,5,6,47,40,138,599:59,43 / 105,7 / 40,"
"2016/2017,""BUCH ROSELL, ROSO"",Nacional,SPAR CITYLIFT GIRONA,176,26,59,11,48,79,38,43,2,7,53,29,224,591:47,38 / 90,22 / 65,"
"2016/2017,""BULGAK, ADUT ATEM"",Extranjero,IDK GIPUZKOA,146,13,113,36,77,5,5,28,5,1,29,34,169,300:13,49 / 92,,"
"2016/2017,""CABRERA ARGUELLO, PATRICIA"",Nacional,STAR CENTER-UNI FERROL,156,26,17,2,15,2,7,9,1,2,7,23,56,446:20,,48 / 135,"
"2016/2017,""CALVO DIAZ, ANA BEGOÑA"",Nacional,STAR CENTER-UNI FERROL,147,26,71,32,39,13,15,28,3,6,30,64,77,639:05,38 / 83,19 / 72,"
"2016/2017,""CARTER, AMISHA LOLINA"",Extranjero,LOINTEK GERNIKA BIZKAIA,317,19,167,53,114,12,42,38,9,3,64,39,411,602:22,134 / 235,,49 / 65"
"2016/2017,""CORRALES BOHOYO, ELENA"",Nacional,C.B. AL-QÁZERES EXTREMADURA,46,26,27,6,21,11,6,18,1,3,10,34,9,297:32,,,"
"2016/2017,""COULIBALY, MARIAM ALOU"",Extranjero,SPAR GRAN CANARIA,263,26,260,102,158,7,17,38,10,6,46,48,380,629:13,116 / 230,,"
"2016/2017,""DACIC, DUBRAVKA"",Extranjero,C.B. AL-QÁZERES EXTREMADURA,233,23,176,34,142,18,17,51,19,2,20,53,217,604:24,110 / 264,,"
"2016/2017,""DE SA CASTRO NEVES, CATARINA"",Extranjero,C.R.E.F. ¡HOLA!,77,25,35,8,27,31,16,42,1,3,31,39,34,364:03,18 / 77,,"
"2016/2017,""DE SOUZA MACHADO, ERIKA CRISTINA"",Nacional,PERFUMERIAS AVENIDA,213,16,119,48,71,22,16,22,15,2,25,30,294,372:57,96 / 151,,"
"2016/2017,""DELGADO PONTES, MARINA"",Nacional,QUESOS EL PASTOR,123,23,51,4,47,45,34,50,,3,52,51,120,552:44,25 / 67,14 / 48,"
"2016/2017,""DIEZ FERNANDEZ, NAIARA"",Nacional,LOINTEK GERNIKA BIZKAIA,122,26,37,7,30,20,13,11,1,1,18,27,91,444:19,,36 / 94,"
"2016/2017,""DOMINGUEZ FERNANDEZ, SILVIA"",Nacional,PERFUMERIAS AVENIDA,138,21,68,7,61,81,27,29,,2,50,32,232,491:58,32 / 65,18 / 47,"
"2016/2017,""EDWARDS, ARIEL JOY"",Extranjero,EMBUTIDOS PAJARIEL BEMBIBRE PD,368,24,123,37,86,28,25,40,7,11,66,47,341,732:24,123 / 250,23 / 59,53 / 68"
"2016/2017,""ELONU, ADAORA NNENNA"",Extranjero,PERFUMERIAS AVENIDA,310,25,109,37,72,41,42,32,13,6,65,40,386,598:05,123 / 219,,52 / 67"
"2016/2017,""ESPARCIA OMEDAS, CAROLINA"",Nacional,MANN-FILTER,14,24,12,3,9,5,10,11,1,2,7,11,4,240:06,,,"
"2016/2017,""ESPAÑA ALMENDRO, MARIA"",Nacional,CAMPUS PROMETE LF1,55,17,29,4,25,8,4,9,,1,11,28,33,184:42,,13 / 45,"
"2016/2017,""ESTEBAS ARMAS, PAULA"",Nacional,CAMPUS PROMETE LF1,149,26,70,11,59,86,33,54,1,3,22,47,137,581:12,41 / 113,18 / 62,"
"2016/2017,""ETXARRI MUNARRIZ, IRATI"",Nacional,LACTURALE ARASKI,115,26,76,26,50,19,18,30,15,4,28,48,66,469:32,44 / 120,4 / 27,"
"2016/2017,""FEDORENKOVA, EKATERINA"",Extranjero,EMBUTIDOS PAJARIEL BEMBIBRE PD,61,19,15,5,10,15,4,22,1,2,12,29,,275:47,19 / 52,6 / 27,"
"2016/2017,""FERRARI CALABRO, PAOLA ANDREA"",Extranjero,IDK GIPUZKOA,287,17,70,8,62,90,46,85,2,2,60,54,259,666:26,48 / 100,48 / 137,47 / 61"
"2016/2017,""FORASTE GALOBARDES, MIRIAM"",Nacional,C.B. AL-QÁZERES EXTREMADURA,177,26,86,37,49,21,16,32,8,10,67,50,192,537:33,70 / 141,,"
"2016/2017,""FORSTER, JULIA CHRISTINE"",Extranjero,C.B. AL-QÁZERES EXTREMADURA,360,26,300,98,202,61,43,78,21,13,92,78,514,893:48,145 / 317,,70 / 88"
"2016/2017,""GARCIA URLEZAGA, IZASKUN"",Nacional,LOINTEK GERNIKA BIZKAIA,82,26,29,4,25,42,27,33,,2,33,25,95,332:57,27 / 54,,"
"2016/2017,""GARI GILABERT, IRENE DEL REBOLLET"",Nacional,C.R.E.F. ¡HOLA!,64,18,18,7,11,6,5,19,,4,18,14,21,231:32,,10 / 33,"
"2016/2017,""GASTAMINZA GANUZA, AMAYA"",Nacional,QUESOS EL PASTOR,162,26,118,35,83,33,12,36,5,6,33,49,165,654:01,72 / 166,,"
"2016/2017,""GERMAN VELASCO, ICIAR"",Nacional,EMBUTIDOS PAJARIEL BEMBIBRE PD,72,26,43,12,31,19,21,12,4,,32,53,54,451:52,,13 / 60,"
"2016/2017,""GIL COLLADO, LAURA"",Nacional,PERFUMERIAS AVENIDA,136,25,147,51,96,25,35,32,9,3,63,71,213,580:46,46 / 117,,38 / 56"
"2016/2017,""GIMENO MARTINEZ, VEGA"",Nacional,EMBUTIDOS PAJARIEL BEMBIBRE PD,255,26,111,15,96,24,11,39,4,4,51,53,209,738:10,55 / 121,36 / 114,"
"2016/2017,""GIVENS , KRISI TIJANA"",Extranjero,PERFUMERIAS AVENIDA,188,25,67,15,52,61,50,49,4,6,47,30,271,605:29,65 / 109,,"
"2016/2017,""GOMES COLHADO, NADIA"",Extranjero,IDK GIPUZKOA,313,19,177,50,127,17,22,47,18,8,83,49,415,611:03,125 / 208,,63 / 90"
"2016/2017,""GOMES DA SILVA, SOFIA CAROLINA"",Extranjero,SPAR CITYLIFT GIRONA,72,17,59,22,37,4,6,13,7,3,22,45,66,266:26,27 / 61,,"
"2016/2017,""GONZALEZ DUARTE , LARA"",Nacional,IDK GIPUZKOA,79,21,34,6,28,35,22,31,2,1,51,35,110,372:34,,,"
"2016/2017,""HARRIS, BRENAE NICOLE"",Extranjero,SPAR GRAN CANARIA,253,26,78,23,55,59,26,88,5,10,48,48,121,798:24,92 / 242,13 / 58,"
"2016/2017,""HERRERA BOXO, LAURA"",Nacional,CAMPUS PROMETE LF1,187,26,159,35,124,50,12,37,5,3,64,44,313,761:06,71 / 126,,45 / 68"
"2016/2017,""HODGES, RONEEKA RAYSHELL"",Extranjero,MANN-FILTER,355,21,66,9,57,54,19,44,7,3,72,41,264,775:10,83 / 179,46 / 158,51 / 64"
"2016/2017,""HOLT, AMBER SHIRELL"",Extranjero,SPAR GRAN CANARIA,112,13,87,28,59,19,17,13,3,3,29,27,141,414:00,42 / 106,,"
"2016/2017,""IBEKWE, IFUNANYA DEBBIE"",Extranjero,SPAR CITYLIFT GIRONA,366,23,184,53,131,46,53,81,13,10,92,62,415,653:58,90 / 189,39 / 107,69 / 88"
"2016/2017,""IMOVBIOH, SARAH"",Extranjero,C.R.E.F. ¡HOLA!,259,26,251,108,143,12,17,51,1,5,85,62,342,663:34,103 / 219,,53 / 101"
"2016/2017,""IPARRAGIRRE ALUSTIZA, SARA"",Nacional,IDK GIPUZKOA,25,17,10,2,8,4,10,9,,,12,11,15,127:00,,,"
"2016/2017,""JEFFERSON , LAQUINTA JOY"",Extranjero,LOINTEK GERNIKA BIZKAIA,85,14,31,6,25,19,21,12,,1,14,22,82,285:29,22 / 60,,"
"2016/2017,""JENKINS, ALISIA LA´JEWEL CHARLESNEIA"",Extranjero,MANN-FILTER,272,26,184,73,111,12,23,50,13,13,86,67,332,579:17,92 / 192,,73 / 96"
"2016/2017,""JORDANA BOFILL, NOEMI"",Nacional,SPAR CITYLIFT GIRONA,151,26,40,10,30,86,30,53,1,2,35,52,149,699:27,,41 / 111,"
"2016/2017,""JOVANOVIC, JELENA"",Extranjero,QUESOS EL PASTOR,55,13,24,8,16,16,6,16,,3,8,24,26,257:11,,,"
"2016/2017,""JUNIO MBULITO, IRIS"",Nacional,SPAR GRAN CANARIA,111,21,95,19,76,43,33,39,7,6,56,33,169,449:25,35 / 80,4 / 38,"
"2016/2017,""KESANEN, VILMA EMILIA"",Extranjero,STAR CENTER-UNI FERROL,74,22,11,4,7,19,12,18,1,3,12,24,30,301:46,,11 / 28,"
"2016/2017,""KNIGHT, LESLIE FAYE"",Extranjero,CAMPUS PROMETE LF1,330,26,135,48,87,37,18,51,2,6,71,56,347,758:03,129 / 237,,48 / 61"
"2016/2017,""LAZARO CASTILLERO, YAIZA"",Nacional,LOINTEK GERNIKA BIZKAIA,31,23,27,9,18,3,4,13,1,1,15,31,8,134:28,,,"
"2016/2017,""LIÑEIRA, MARIA CECILIA"",Extranjero,LACTURALE ARASKI,224,26,133,32,101,44,29,54,5,4,42,68,234,787:25,53 / 103,32 / 92,"
"2016/2017,""LLORENTE, VICTORIA"",Extranjero,LOINTEK GERNIKA BIZKAIA,120,26,127,47,80,20,10,23,3,8,47,52,163,499:49,42 / 94,,"
"2016/2017,""LO SYLLA, NOGAYE"",Nacional,CADI LA SEU,103,26,54,19,35,19,6,26,17,4,19,50,75,336:54,33 / 62,8 / 36,"
"2016/2017,""LOPEZ RODRIGUEZ, AINHOA"",Nacional,SPAR CITYLIFT GIRONA,19,13,12,3,9,6,3,11,,,6,12,3,104:37,,,"
"2016/2017,""LYRA MACEDO, ISABELA RAMONA"",Extranjero,QUESOS EL PASTOR,290,26,113,41,72,45,47,62,3,13,86,71,272,789:35,91 / 196,14 / 45,66 / 96"
"2016/2017,""MARGINEAN , GABRIELA"",Extranjero,PERFUMERIAS AVENIDA,170,25,45,16,29,23,29,26,2,6,29,55,117,511:05,45 / 88,19 / 69,"
"2016/2017,""MARTIN LLAVERIA, MARIONA"",Nacional,C.B. AL-QÁZERES EXTREMADURA,52,15,16,5,11,22,11,19,1,2,16,31,35,276:22,,12 / 31,"
"2016/2017,""MILOVANOVIC, JELENA"",Extranjero,PERFUMERIAS AVENIDA,290,25,65,14,51,41,23,47,8,4,50,66,222,579:56,79 / 159,32 / 79,"
"2016/2017,""MOKANGO, CHANEL MODIRI"",Extranjero,QUESOS EL PASTOR,172,13,82,23,59,14,8,40,19,5,40,30,172,386:40,69 / 148,,"
"2016/2017,""MOLINA PRADOS MARTIN BURO, JUANA MARIA"",Nacional,CAMPUS PROMETE LF1,137,24,68,6,62,40,19,38,,2,50,32,134,512:52,29 / 71,20 / 81,"
"2016/2017,""MONTENEGRO SANTANA, RITA ESTHER"",Nacional,EMBUTIDOS PAJARIEL BEMBIBRE PD,230,24,174,33,141,40,13,47,3,1,43,55,276,636:30,77 / 159,18 / 55,"
"2016/2017,""MONTOLIU MATIAS, MARTA"",Nacional,CADI LA SEU,76,24,35,6,29,22,17,33,,4,21,9,58,349:01,,11 / 49,"
"2016/2017,""NWAIGWE, UGOCHI NICOLE"",Extranjero,SPAR GRAN CANARIA,85,25,90,42,48,9,10,30,6,4,28,62,70,341:14,31 / 83,,"
"2016/2017,""OCETE CASTILLO, GABRIELA"",Nacional,IDK GIPUZKOA,198,25,73,1,72,111,30,95,1,5,83,48,217,903:02,61 / 133,13 / 57,37 / 52"
"2016/2017,""OLABARRIA BARINAGARREMENTERIA, IULENE"",Nacional,IDK GIPUZKOA,64,19,26,3,23,8,11,14,,,13,18,50,290:22,,18 / 48,"
"2016/2017,""OMA GIRALT, HELENA"",Nacional,SPAR CITYLIFT GIRONA,41,22,39,15,24,13,13,7,4,2,10,20,53,211:48,,,"
"2016/2017,""PARDO HERVIAS, LAURA"",Nacional,LACTURALE ARASKI,42,23,35,13,22,8,7,9,3,1,12,27,26,283:25,,,"
"2016/2017,""PARKS , ROBYN LASHAE"",Extranjero,CAMPUS PROMETE LF1,353,26,113,29,84,40,27,59,4,9,57,48,254,804:04,96 / 221,36 / 124,53 / 64"
"2016/2017,""PASCUA SUAREZ, MARIA LUCILA"",Nacional,MANN-FILTER,187,26,185,52,133,45,23,43,18,4,79,66,309,675:59,73 / 155,,38 / 68"
"2016/2017,""PEDRALS BARRIOS, CRISTINA"",Nacional,C.R.E.F. ¡HOLA!,143,23,52,9,43,50,36,46,5,2,41,67,87,643:54,,33 / 105,"
"2016/2017,""PEREZ ARAUJO, MARIA"",Nacional,STAR CENTER-UNI FERROL,315,26,230,61,169,49,28,69,16,14,80,50,338,910:08,99 / 250,24 / 84,45 / 81"
"2016/2017,""PEREZ TORRES, TANIA"",Nacional,CADI LA SEU,216,26,91,14,77,48,46,61,2,8,87,43,253,747:02,38 / 85,33 / 92,41 / 60"
"2016/2017,""PETERS, HALEY MCCLOSKEY"",Extranjero,SPAR CITYLIFT GIRONA,373,26,135,38,97,40,27,66,3,9,72,61,320,668:13,119 / 254,28 / 70,51 / 68"
